Scaffold	Length	GC	Depth	AltAllels
Contig_1_254.423_Circ 	 2496.0 	 0.5152243589743589 	 254.423 	 0
Contig_2_305.672_Circ 	 6364.0 	 0.5105279698302954 	 305.672 	 0
Contig_3_554.027_Circ 	 5455.0 	 0.38276810265811184 	 554.027 	 0
Contig_4_202.716 	 4584.0 	 0.5857329842931938 	 202.716 	 0
Contig_5_100.494 	 21136.0 	 0.5071442089326268 	 100.494 	 0
Contig_6_293.86 	 563.0 	 0.5293072824156305 	 293.86 	 0
Contig_7_133.292 	 685.0 	 0.4978102189781022 	 133.292 	 0
Contig_8_198.422 	 685.0 	 0.4832116788321168 	 198.422 	 0
Contig_9_201.509 	 14398.0 	 0.5458396999583276 	 201.509 	 0
Contig_10_117.178 	 8321.0 	 0.5721668068741738 	 117.178 	 0
Contig_11_323.932 	 579.0 	 0.5284974093264249 	 323.932 	 0
Contig_12_158.811 	 2772.0 	 0.5515873015873016 	 158.811 	 0
Contig_13_148.625 	 1921.0 	 0.5679333680374805 	 148.625 	 0
Contig_14_138.946 	 4810.0 	 0.5438669438669439 	 138.946 	 0
Contig_15_195.203 	 4810.0 	 0.5440748440748441 	 195.203 	 0
Contig_16_107.249 	 10065.0 	 0.5279682066567313 	 107.249 	 0
Contig_17_247.652 	 473.0 	 0.45665961945031713 	 247.652 	 0
Contig_18_243.52 	 1377.0 	 0.5192447349310094 	 243.52 	 4
Contig_19_240.05 	 398.0 	 0.5150753768844221 	 240.05 	 0
Contig_20_295.349 	 311.0 	 0.5434083601286174 	 295.349 	 0
Contig_21_190.989 	 2331.0 	 0.5525525525525525 	 190.989 	 0
Contig_22_139.636 	 2330.0 	 0.5515021459227468 	 139.636 	 0
Contig_23_262.209 	 1604.0 	 0.5411471321695761 	 262.209 	 8
Contig_24_230.523 	 1052.0 	 0.5171102661596958 	 230.523 	 5
Contig_25_183.958 	 551.0 	 0.5317604355716878 	 183.958 	 0
Contig_26_132.318 	 551.0 	 0.5263157894736842 	 132.318 	 0
Contig_27_194.669 	 584.0 	 0.5445205479452054 	 194.669 	 0
Contig_28_127.154 	 584.0 	 0.535958904109589 	 127.154 	 0
Contig_29_262.297 	 612.0 	 0.4820261437908497 	 262.297 	 0
Contig_30_290.312 	 540.0 	 0.5166666666666667 	 290.312 	 0
Contig_31_153.613 	 794.0 	 0.5629722921914357 	 153.613 	 0
Contig_32_208.015 	 794.0 	 0.5579345088161209 	 208.015 	 0
Contig_33_248.089 	 311.0 	 0.6270096463022508 	 248.089 	 0
Contig_34_266.493 	 589.0 	 0.5076400679117148 	 266.493 	 0
Contig_35_252.759 	 441.0 	 0.5079365079365079 	 252.759 	 0
Contig_36_125.172 	 12222.0 	 0.5408280150548191 	 125.172 	 0
Contig_37_267.918 	 770.0 	 0.5038961038961038 	 267.918 	 0
Contig_38_187.524 	 2696.0 	 0.5192878338278932 	 187.524 	 0
Contig_39_126.207 	 2696.0 	 0.5159495548961425 	 126.207 	 0
Contig_40_254.891 	 1070.0 	 0.5065420560747663 	 254.891 	 0
Contig_41_186.069 	 1070.0 	 0.5065420560747663 	 186.069 	 0
Contig_42_262.177 	 324.0 	 0.4722222222222222 	 262.177 	 0
Contig_43_124.441 	 2826.0 	 0.5682944090587403 	 124.441 	 0
Contig_44_179.912 	 5329.0 	 0.5340589228748358 	 179.912 	 0
Contig_45_169.955 	 12321.0 	 0.4952520087655223 	 169.955 	 0
Contig_46_261.986 	 8534.0 	 0.5057417389266463 	 261.986 	 10
Contig_47_287.682 	 419.0 	 0.5656324582338902 	 287.682 	 0
Contig_48_87.4828 	 1586.0 	 0.44136191677175285 	 87.4828 	 0
Contig_49_205.027 	 1461.0 	 0.5763175906913073 	 205.027 	 0
Contig_50_152.725 	 1461.0 	 0.5763175906913073 	 152.725 	 0
Contig_51_214.039 	 2757.0 	 0.5277475516866159 	 214.039 	 7
Contig_52_211.043 	 2425.0 	 0.5917525773195876 	 211.043 	 0
Contig_53_138.236 	 2425.0 	 0.5954639175257732 	 138.236 	 0
Contig_54_198.206 	 6276.0 	 0.5603887826641173 	 198.206 	 0
Contig_55_141.756 	 6292.0 	 0.5624602670057216 	 141.756 	 0
Contig_56_123.129 	 1274.0 	 0.5714285714285714 	 123.129 	 0
Contig_57_193.337 	 1274.0 	 0.5706436420722135 	 193.337 	 0
Contig_58_118.143 	 17568.0 	 0.5603369763205829 	 118.143 	 0
Contig_59_190.057 	 17527.0 	 0.5570833571061791 	 190.057 	 0
Contig_60_123.976 	 1197.0 	 0.529657477025898 	 123.976 	 0
Contig_61_197.627 	 1774.0 	 0.5839909808342728 	 197.627 	 0
Contig_62_160.403 	 3121.0 	 0.5386094200576739 	 160.403 	 0
Contig_63_209.818 	 3122.0 	 0.5409993593850096 	 209.818 	 0
Contig_64_306.644 	 629.0 	 0.5691573926868044 	 306.644 	 0
