Scaffold	Length	GC	Depth	AltAllels
Contig_1_238.277 	 315698.0 	 0.5532185823160108 	 238.277 	 1
Contig_2_225.438 	 38247.0 	 0.5171908907888201 	 225.438 	 0
Contig_3_232.211 	 122336.0 	 0.5707477766152237 	 232.211 	 0
Contig_4_232.943 	 26136.0 	 0.5053565962656872 	 232.943 	 0
Contig_5_229.242 	 119396.0 	 0.5458893095246072 	 229.242 	 0
Contig_6_201.729 	 267480.0 	 0.5491513384178256 	 201.729 	 0
Contig_7_196.37 	 67059.0 	 0.5461161067119998 	 196.37 	 0
Contig_8_239.399 	 29055.0 	 0.5505076578902083 	 239.399 	 0
Contig_9_206.791 	 44420.0 	 0.545407474110761 	 206.791 	 0
Contig_10_398.554 	 749.0 	 0.5166889185580774 	 398.554 	 5
Contig_11_1789.74 	 2806.0 	 0.5349251603706343 	 1789.74 	 6
Contig_12_1040.74 	 666.0 	 0.5435435435435435 	 1040.74 	 0
Contig_13_195.487 	 190493.0 	 0.5478993978781372 	 195.487 	 0
Contig_14_218.925 	 116363.0 	 0.5450100117735018 	 218.925 	 0
Contig_15_346.608 	 6782.0 	 0.5361250368622825 	 346.608 	 1
Contig_16_1004.33 	 663.0 	 0.4751131221719457 	 1004.33 	 1
Contig_17_204.009 	 293545.0 	 0.550913829225502 	 204.009 	 0
Contig_18_221.851 	 210089.0 	 0.5541460999861963 	 221.851 	 0
Contig_19_338.724 	 4325.0 	 0.5717919075144509 	 338.724 	 0
Contig_20_667.709 	 306.0 	 0.5261437908496732 	 667.709 	 0
Contig_21_209.635 	 214280.0 	 0.5584142243793168 	 209.635 	 2
Contig_22_206.234 	 146370.0 	 0.5632848261255722 	 206.234 	 0
Contig_23_229.504 	 119129.0 	 0.5618531172090758 	 229.504 	 0
Contig_24_194.469 	 451926.0 	 0.5536592273956356 	 194.469 	 0
Contig_25_336.092 	 11647.0 	 0.6041899201511118 	 336.092 	 0
Contig_26_336.032 	 31668.0 	 0.531861816344575 	 336.032 	 1
Contig_27_238.36 	 92731.0 	 0.5667576107234905 	 238.36 	 0
Contig_28_212.321 	 479079.0 	 0.5588869476641639 	 212.321 	 0
Contig_29_218.242 	 6025.0 	 0.5671369294605809 	 218.242 	 0
Contig_30_223.691 	 221307.0 	 0.5469596533322488 	 223.691 	 0
Contig_31_216.888 	 153962.0 	 0.5700692378638885 	 216.888 	 0
Contig_32_198.293 	 75527.0 	 0.5538681531108081 	 198.293 	 0
Contig_33_194.374 	 73001.0 	 0.5456637580307119 	 194.374 	 0
Contig_34_234.543 	 106161.0 	 0.540810655513795 	 234.543 	 0
Contig_35_224.469 	 175558.0 	 0.5680231034757743 	 224.469 	 0
Contig_36_1826.13 	 1302.0 	 0.5499231950844854 	 1826.13 	 4
Contig_37_207.391 	 12429.0 	 0.47509855981977633 	 207.391 	 0
Contig_38_333.361 	 14849.0 	 0.5072395447504883 	 333.361 	 0
Contig_39_228.037 	 103750.0 	 0.565156626506024 	 228.037 	 0
Contig_40_330.008 	 6887.0 	 0.5898068825323073 	 330.008 	 0
Contig_41_2899.42 	 2353.0 	 0.5116872078198045 	 2899.42 	 0
Contig_42_1066.98 	 1139.0 	 0.5601404741000878 	 1066.98 	 0
Contig_43_212.042 	 142273.0 	 0.5263612913202084 	 212.042 	 0
Contig_44_2995.73 	 5298.0 	 0.5237825594563986 	 2995.73 	 0
Contig_45_247.018 	 18580.0 	 0.527556512378902 	 247.018 	 0
Contig_46_237.39 	 69835.0 	 0.5571275148564473 	 237.39 	 0
Contig_47_213.607 	 78110.0 	 0.5562283958520036 	 213.607 	 1
Contig_48_214.441 	 25101.0 	 0.5420102784749612 	 214.441 	 0
