Scaffold,Length,GC,Depth,AltAllels
Contig_1_176.796,99515.0,0.3596141285233382,383.6484550067829,0
Contig_2_220.462,6917.0,0.351308370680931,469.971519444846,0
Contig_3_231.048,84618.0,0.3593916188045097,501.85234820014654,0
Contig_4_312.589,1279.0,0.44175136825645034,618.9194683346365,0
Contig_5_212.805,13686.0,0.36489843635832236,458.4461493497004,0
Contig_6_150.261,1949.0,0.36685479733196513,290.04515135967165,0
Contig_7_208.599,22172.0,0.35896626375608875,453.79005051416203,0
Contig_8_204.613,2399.0,0.30387661525635684,423.3697373905794,0
Contig_9_226.606,239464.0,0.37525473557612,492.5780117261885,0
Contig_10_267.951,19325.0,0.3272445019404916,579.3046830530401,0
Contig_11_242.216,192434.0,0.3718417743226249,524.3529677707681,0
Contig_12_585.387,440.0,0.5204545454545455,965.15,0
Contig_13_1022.84,5061.0,0.5105710333926101,2161.5510768622803,0
Contig_14_435.982,1062.0,0.3870056497175141,843.6026365348399,0
Contig_15_376.341,243.0,0.5267489711934157,429.9053497942387,0
Contig_16_189.512,542336.0,0.3708199345055464,411.3865518792778,1
Contig_17_205.842,139385.0,0.36577106575312984,446.6774832299028,0
Contig_18_211.005,8733.0,0.36367800297721287,454.1528684300927,0
Contig_19_181.79,25894.0,0.37904533868849927,392.8946860276512,0
Contig_20_220.53,72651.0,0.3680885328488252,476.89475712653643,0
Contig_21_178.555,25504.0,0.3792738393977415,386.5114883939774,0
Contig_22_238.543,12323.0,0.3749898563661446,512.6095106711028,0
Contig_23_151.979,916.0,0.37336244541484714,262.2401746724891,0
Contig_24_2145.27,799.0,0.4192740926157697,4016.0425531914893,0
Contig_25_172.305,84477.0,0.35938776234951525,373.94340471370907,0
Contig_26_248.684,159244.0,0.36226796614001155,539.9990392102685,0
Contig_27_191.965,190995.0,0.3620670698185816,415.71385638367497,0
