Scaffold	Length	GC	Depth	AltAllels
Contig_1_533.912_Circ 	 9463.0 	 0.3180809468456092 	 533.912 	 0
Contig_2_557.123_Circ 	 12727.0 	 0.31547104580812446 	 557.123 	 0
Contig_3_1196.94_Circ 	 10657.0 	 0.33649244627944075 	 1196.94 	 0
Contig_4_1416.84_Circ 	 8240.0 	 0.2974514563106796 	 1416.84 	 0
Contig_5_1874.81_Circ 	 5535.0 	 0.32809394760614274 	 1874.81 	 0
Contig_6_162.013 	 100127.0 	 0.3711386539095349 	 162.013 	 0
Contig_7_625.75 	 1292.0 	 0.35758513931888547 	 625.75 	 0
Contig_8_1190.1 	 559.0 	 0.33989266547406083 	 1190.1 	 0
Contig_9_298.277 	 325.0 	 0.3046153846153846 	 298.277 	 0
Contig_10_165.633 	 169421.0 	 0.35520980279894465 	 165.633 	 0
Contig_11_160.73 	 22365.0 	 0.35099485803711156 	 160.73 	 0
Contig_12_159.852 	 59051.0 	 0.35210241994208397 	 159.852 	 0
Contig_13_157.849 	 40735.0 	 0.34861912360378056 	 157.849 	 20
Contig_14_2373.44 	 3585.0 	 0.33863319386331936 	 2373.44 	 0
Contig_15_143.727 	 82046.0 	 0.33899276015893526 	 143.727 	 0
Contig_16_181.881 	 45483.0 	 0.3679836422399578 	 181.881 	 0
Contig_17_338.069 	 3995.0 	 0.3454317897371715 	 338.069 	 0
Contig_18_151.98 	 108326.0 	 0.35061758026697193 	 151.98 	 0
Contig_19_162.497 	 3867.0 	 0.3734160848202741 	 162.497 	 6
Contig_20_151.202 	 10748.0 	 0.32601414216598434 	 151.202 	 0
Contig_21_136.009 	 95427.0 	 0.3237134144424534 	 136.009 	 0
Contig_22_182.407 	 22722.0 	 0.3687615526802218 	 182.407 	 0
Contig_23_151.845 	 49329.0 	 0.35482170731212875 	 151.845 	 0
Contig_24_135.722 	 45845.0 	 0.32780019631366564 	 135.722 	 0
Contig_25_484.008 	 22926.0 	 0.35300532146907443 	 484.008 	 0
Contig_26_255.58 	 18070.0 	 0.33076923076923076 	 255.58 	 0
Contig_27_173.403 	 81402.0 	 0.3641802412717132 	 173.403 	 0
Contig_28_270.484 	 8061.0 	 0.3578960426746061 	 270.484 	 0
Contig_29_707.978 	 5904.0 	 0.3333333333333333 	 707.978 	 0
Contig_30_143.188 	 50793.0 	 0.353139212096155 	 143.188 	 0
Contig_31_136.252 	 24504.0 	 0.3529627815866797 	 136.252 	 0
Contig_32_183.838 	 89606.0 	 0.35811217998794725 	 183.838 	 11
Contig_33_142.135 	 157202.0 	 0.341261561557741 	 142.135 	 0
Contig_34_152.486 	 35046.0 	 0.34928379843634083 	 152.486 	 0
Contig_35_207.86 	 1602.0 	 0.3252184769038702 	 207.86 	 0
Contig_36_186.643 	 5458.0 	 0.3343715646757054 	 186.643 	 0
Contig_37_170.356 	 70662.0 	 0.34815034955138546 	 170.356 	 0
Contig_38_168.841 	 5772.0 	 0.3761261261261261 	 168.841 	 0
Contig_39_464.148 	 1581.0 	 0.3845667299177736 	 464.148 	 0
Contig_40_600.222 	 8748.0 	 0.301440329218107 	 600.222 	 0
Contig_41_305.574 	 3113.0 	 0.34564728557661417 	 305.574 	 0
Contig_42_395.007 	 2270.0 	 0.35066079295154184 	 395.007 	 0
Contig_43_145.281 	 35845.0 	 0.35257358069465755 	 145.281 	 0
Contig_44_150.376 	 15913.0 	 0.31603091811726264 	 150.376 	 0
Contig_45_151.714 	 87142.0 	 0.344208303688233 	 151.714 	 0
Contig_46_171.649 	 27624.0 	 0.36428467998841585 	 171.649 	 0
Contig_47_166.609 	 14382.0 	 0.3470310109859547 	 166.609 	 0
Contig_48_174.7 	 14825.0 	 0.36984822934232714 	 174.7 	 0
Contig_49_164.676 	 7047.0 	 0.3348942812544345 	 164.676 	 0
Contig_50_157.356 	 4534.0 	 0.3506837229819144 	 157.356 	 0
Contig_51_1326.16 	 1233.0 	 0.36739659367396593 	 1326.16 	 0
Contig_52_192.147 	 31350.0 	 0.3236682615629984 	 192.147 	 0
