Scaffold,Length,GC,Depth,AltAllels
Contig_1_37.5733,683.0,0.6105417276720352,83.68667642752563,0
Contig_2_48.2184,2178.0,0.6033057851239669,116.3287419651056,0
Contig_3_47.1069,13373.0,0.6214013310401555,120.99125102819113,0
Contig_4_43.1164,7937.0,0.6178656923270757,109.59430515308051,0
Contig_5_47.8448,6102.0,0.6160275319567355,120.45722713864306,0
Contig_6_53.7649,3236.0,0.6146477132262052,135.0454264524104,0
Contig_7_41.8951,2726.0,0.6126192223037418,100.7127659574468,0
Contig_8_43.4745,4967.0,0.60761022750151,108.84900342258909,0
Contig_9_39.6961,8988.0,0.5874499332443258,100.69437027147308,0
Contig_10_47.5488,9977.0,0.6187230630450035,120.59577027162474,0
Contig_11_45.978,5534.0,0.6040838453198409,116.38561619082039,0
Contig_12_43.6091,4018.0,0.625933300149328,108.99477351916376,0
Contig_13_47.1142,15867.0,0.6047141866767505,120.34114829520388,0
Contig_14_53.472,6578.0,0.5884767406506537,131.5092733353603,0
Contig_15_41.0213,11327.0,0.595038403813896,101.83040522645007,0
Contig_16_50.7803,3895.0,0.6097560975609756,123.77971758664955,0
Contig_17_46.9012,764.0,0.612565445026178,100.15575916230367,0
Contig_18_41.7901,4645.0,0.6053821313240043,103.53821313240043,0
Contig_19_41.1478,24669.0,0.5919575175321253,103.29308038428798,0
Contig_20_38.4404,6659.0,0.47830004505180956,97.64724433098063,0
Contig_21_52.5532,3516.0,0.6094994311717861,131.53412969283278,0
Contig_22_44.5207,5797.0,0.6025530446782819,110.44712782473694,0
Contig_23_34.8551,1787.0,0.6289871292669278,83.8847229994404,0
Contig_24_65.1543,2208.0,0.5942028985507246,185.44701086956522,0
Contig_25_39.7626,6028.0,0.6275713337757134,99.08825481088255,1
Contig_26_40.4278,13530.0,0.606430155210643,103.07893569844789,0
Contig_27_39.7275,733.0,0.6180081855388813,89.06139154160982,0
Contig_28_42.4942,5639.0,0.6220961163326831,138.2156410711119,0
Contig_29_48.7562,3087.0,0.6449627470035634,115.23874311629413,0
