Scaffold	Length	GC	Depth	AltAllels
Contig_1_125.391 	 182184.0 	 0.5314846528784086 	 125.391 	 1
Contig_2_113.613 	 112685.0 	 0.5450237387407375 	 113.613 	 0
Contig_3_2626.77 	 1067.0 	 0.542642924086223 	 2626.77 	 4
Contig_4_170.573 	 20294.0 	 0.4861535429190894 	 170.573 	 0
Contig_5_162.767 	 93817.0 	 0.5652173913043478 	 162.767 	 0
Contig_6_177.952 	 126591.0 	 0.558562615035824 	 177.952 	 0
Contig_7_207.351 	 224590.0 	 0.5345741128278196 	 207.351 	 0
Contig_8_164.125 	 38817.0 	 0.5189736455676637 	 164.125 	 1
Contig_9_211.641 	 26633.0 	 0.5055382420305636 	 211.641 	 0
Contig_10_116.261 	 463672.0 	 0.543811142359254 	 116.261 	 1
Contig_11_106.677 	 288211.0 	 0.5379982027056566 	 106.677 	 0
Contig_12_1659.81 	 1510.0 	 0.552317880794702 	 1659.81 	 2
Contig_13_171.305 	 81166.0 	 0.5392775300002464 	 171.305 	 0
Contig_14_155.422 	 62268.0 	 0.5505877818462132 	 155.422 	 0
Contig_15_118.781 	 84308.0 	 0.5453812212364189 	 118.781 	 0
Contig_16_184.526 	 103076.0 	 0.5299972835577632 	 184.526 	 0
Contig_17_152.4 	 377605.0 	 0.5454403410971783 	 152.4 	 0
Contig_18_249.756 	 559.0 	 0.46153846153846156 	 249.756 	 0
Contig_19_252.749 	 143773.0 	 0.5281520174163438 	 252.749 	 0
Contig_20_255.281 	 38709.0 	 0.523676664341626 	 255.281 	 0
Contig_21_202.269 	 300408.0 	 0.5333213496311683 	 202.269 	 0
Contig_22_194.548 	 214936.0 	 0.5412820560538951 	 194.548 	 0
Contig_23_240.206 	 87409.0 	 0.5423697788557242 	 240.206 	 0
Contig_24_1592.26 	 2783.0 	 0.5411426518145885 	 1592.26 	 1
Contig_25_324.638 	 1059.0 	 0.502360717658168 	 324.638 	 0
Contig_26_236.801 	 29574.0 	 0.5433827010211673 	 236.801 	 0
Contig_27_188.022 	 224716.0 	 0.5375407180619093 	 188.022 	 1
Contig_28_168.443 	 46656.0 	 0.5471750685871056 	 168.443 	 0
Contig_29_426.439 	 582.0 	 0.5515463917525774 	 426.439 	 0
Contig_30_172.967 	 274225.0 	 0.542707630595314 	 172.967 	 0
Contig_31_131.796 	 145006.0 	 0.5402604030178062 	 131.796 	 0
Contig_32_221.088 	 4828.0 	 0.4944076222038111 	 221.088 	 0
Contig_33_234.205 	 364020.0 	 0.5495632108125927 	 234.205 	 0
Contig_34_143.418 	 395474.0 	 0.5362223559576609 	 143.418 	 11
Contig_35_162.954 	 250982.0 	 0.5493860117458622 	 162.954 	 2
Contig_36_397.91 	 541.0 	 0.5378927911275416 	 397.91 	 0
Contig_37_109.911 	 663.0 	 0.3665158371040724 	 109.911 	 0
Contig_38_129.747 	 1453.0 	 0.5099793530626291 	 129.747 	 0
Contig_39_181.543 	 100775.0 	 0.5351624906970975 	 181.543 	 0
Contig_40_139.185 	 83482.0 	 0.5395175007786109 	 139.185 	 0
Contig_41_173.666 	 58069.0 	 0.49527286503986634 	 173.666 	 0
Contig_42_252.985 	 64029.0 	 0.5529369504443299 	 252.985 	 0
Contig_43_226.412 	 191094.0 	 0.5481386124106461 	 226.412 	 0
