Scaffold,Length,GC,Depth,AltAllels
Contig_1_184.906,329775.0,0.35906906223940566,401.41892805700854,0
Contig_2_401.901,852.0,0.392018779342723,759.618544600939,0
Contig_3_1226.88,1282.0,0.3627145085803432,2438.497659906396,0
Contig_4_200.7,3850.0,0.3716883116883117,423.2238961038961,0
Contig_5_319.068,917.0,0.4525627044711014,647.5616139585605,3
Contig_6_504.435,462.0,0.40476190476190477,838.7813852813853,0
Contig_7_243.516,23369.0,0.33330480551157515,529.5092216183833,0
Contig_8_196.892,109703.0,0.3658878973227715,426.8079450881015,1
Contig_9_376.235,2917.0,0.3064792595131985,788.14981145012,0
Contig_10_188.09,125781.0,0.36395799047550903,408.2087517192581,0
Contig_11_219.434,2119.0,0.3548843794242567,427.1684756960831,0
Contig_12_203.28,5957.0,0.3473224777572604,435.2110122544905,0
Contig_13_226.896,22430.0,0.3522068658047258,491.3960766830138,0
Contig_14_737.331,442.0,0.5226244343891403,1215.4615384615386,0
Contig_15_1192.01,5112.0,0.5078247261345853,2536.366979655712,0
Contig_16_245.159,77062.0,0.38144610832835896,531.1861747683683,0
Contig_17_204.903,184612.0,0.36756548870062616,444.91399258986416,0
Contig_18_209.511,250280.0,0.3740051142720153,454.7116070001598,0
Contig_19_196.548,27583.0,0.35971431678932675,424.76133850560126,0
Contig_20_195.64,2153.0,0.3729679516953089,376.06038086391084,0
Contig_21_229.421,91738.0,0.3709476988815976,498.2803200418583,0
Contig_22_282.578,531.0,0.5160075329566854,395.2542372881356,0
Contig_23_251.664,84261.0,0.37754121123651513,545.8007025788918,0
Contig_24_218.427,121315.0,0.36874252977785105,473.66424597123194,0
Contig_25_230.403,190725.0,0.37425612793288765,499.7911967492463,0
Contig_26_210.923,1046.0,0.37858508604206503,364.5019120458891,0
Contig_27_220.043,66670.0,0.3580470976451177,476.42321883905805,0
Contig_28_249.26,170872.0,0.3594913151364764,540.8911231799242,0
Contig_29_238.67,89798.0,0.35671173077351387,518.5223724359117,0
